Marca,Modelo,Variante,Descripcion,Sinonimo
DONGFENG,S30,S30,EMPACADURA DE TAPA VALVULA,"empacadula, junta de motor, empaque"
DONGFENG,S30,S30,ENGRANAJE DE ADMISION,"engranajes, piñon, corona"
DONGFENG,S30,S30,ENGRANAJE DE ESCAPE,"engranajes, piñon, corona"
DONGFENG,S30,S30,ENVASE DE ACEITE DE DIRECCION,"deposito de aceite, tanque de aceite"
DONGFENG,S30,S30,ENVASE REFRIGERANTE,"deposito de refrigerante, tanque de refrigerante"
DONGFENG,S30,S30,ESTOPERA ARBOL DE LEVA,"estopela, reten, sello de aceite"
DONGFENG,S30,S30,ESTOPERA DE CIGÜEÑAL DELANTERA,"estopela, reten, sello de aceite"
DONGFENG,S30,S30,ESTOPERA DE COPA CAJA DERECHA P SINCRONICO,"estopela, reten, sello de aceite"
DONGFENG,S30,S30,ESTOPERA DE COPA CAJA IZQUIERDA G SINCRONICO,"estopela, reten, sello de aceite"
DONGFENG,S30,S30,ESTOPERA TRASERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
DONGFENG,S30,S30,FARO DELANTERO DERECHO,"luz delantera, optico"
DONGFENG,S30,S30,FARO DELANTERO IZQUIERDO,"luz delantera, optico"
DONGFENG,S30,S30,FILTRO AIRE DE MOTOR,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
DONGFENG,S30,S30,FILTRO DE ACEITE,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
DONGFENG,S30,S30,FILTRO DE GASOLINA,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
DONGFENG,S30,S30,FLOTANTE DE GASOLINA,"flotatante, sensor de nivel, boya de gasolina"
DONGFENG,S30,S30,GANCHO DE REPARACION CALIPER TRASERO,"gancho de remolque, argolla de arrastre"
DONGFENG,S30,S30,GORROS DE VALVULA,"tapas de ruedas, gorros de rueda"
DONGFENG,S30,S30,GUAYA DE CAPOT,"cable de capot, guaya del capo"
DONGFENG,S30,S30,GUAYA DE CROCHET,"cable de embrague, guaya de clutch"
DONGFENG,S30,S30,GUAYA DE FRENO DE MANO IZQUIERDO 174CM,"cable de freno de mano, guaya de freno de mano"
DONGFENG,S30,S30,GUAYA FRENO DE MANO DERECHA 165CM,"cable de freno de mano, guaya de freno de mano"
DONGFENG,S30,S30,GUIA DE COLLARIN,guia del collarin de embrague
DONGFENG,S30,S30,GUIA DE VALVULAS,guias de valvula del motor
DONGFENG,S30,S30,INYECTOR DE GASOLINA,"inyetor, inyector de gasolina, boquilla"
DONGFENG,S30,S30,KIT CHUPON DE BOBINA ENCENDIDO,"kit de chupon, kit de soporte de goma"
DONGFENG,S30,S30,KIT DE CROCHET (VALEO),"kit de embrague, kit de clutch"
DONGFENG,S30,S30,KIT DE EMPACADURA,kit de empacadura de motor con estopera
DONGFENG,S30,S30,KIT DE ESTOPERAS TUNEL TRASERO,kit de estoperas o retenes
DONGFENG,S30,S30,KIT DE GOMA DE COPA CAJA,kit de gomas o bujes
DONGFENG,S30,S30,KIT DE GOMA  DE PUNTA,kit de gomas o bujes
DONGFENG,S30,S30,KIT DE REPARACION DE CAJETIN DIRECCION,kit de reparacion
DONGFENG,S30,S30,KIT DE REPARACION DE CALIPER SIN ANTIRUIDOS,kit de reparacion
DONGFENG,S30,S30,KIT DE REPARACION DE CALIPER CON ANTIRUIDOS,kit de reparacion
DONGFENG,S30,S30,KIT DE TIEMPO CORREA CLASE A,kit de tiempo o distribucion
DONGFENG,S30,S30,KIT DE TIEMPO DOBLE COSTURA COMPLETO ORIGINAL,kit de tiempo o distribucion
DONGFENG,S30,S30,LAPIZ DE BIELETA,"sensor lapiz, sonda"
DONGFENG,S30,S30,MANGUERA ENFRIADOR DE ACEITE SALIDA DE CAJA,manguera del enfriador
DONGFENG,S30,S30,MANGUERA ENFRIADOR DE CAJA ATM,manguera del enfriador
DONGFENG,S30,S30,MANGUERA DE CALIPER DE FRENO DELANTERA,manguera de freno del caliper
DONGFENG,S30,S30,MANGUERA DE CALIPER DE FRENO TRASERA,manguera de freno del caliper
DONGFENG,S30,S30,MANDO ELEVAVIDRIO IZQUIERDO PRINCIPAL,"control remoto, mando a distancia"
DONGFENG,S30,S30,MANGERA DE GASES,manguera de gases
DONGFENG,S30,S30,MANGUERA ACORDEON,"manguera de fuelle, manguera flexible acordeon"
DONGFENG,S30,S30,MANGUERA DE CARCAZA DE FILTRO,manguera de carcasa
DONGFENG,S30,S30,MANGUERA INFERIOR DE RADIADOR,manguera inferior de radiador
DONGFENG,S30,S30,MANGUERA SUPERIOR DE RADIADOR,manguera superior de radiador
DONGFENG,S30,S30,MANILLA INTERNA DERECHA,"manija, agarradera, manilla de puerta"
DONGFENG,S30,S30,MANILLA EXTERNA TRASERA  DERECHA,"manija, agarradera, manilla de puerta"
DONGFENG,S30,S30,MANILLA EXTERNA TRASERA  IZQUIERDA,"manija, agarradera, manilla de puerta"
DONGFENG,S30,S30,MECANISMO LIMPIAPARABRISAS,"mecanismo de limpiaparabrisas, varillaje de wiper"
DONGFENG,S30,S30,MESETA DELANTERA DERECHA,"plato de clutch, meseta de embrague"
DONGFENG,S30,S30,MESETA DELANTERA IZQUIERDA,"plato de clutch, meseta de embrague"
DONGFENG,S30,S30,MICA DE RETROVISOR DERECHA,"lente, cristal de faro"
DONGFENG,S30,S30,MICA DE RETROVISOR IZQUIERDA,"lente, cristal de faro"
DONGFENG,S30,S30,MOLDURA DE CAPOT,"cenefa, adorno lateral"
DONGFENG,S30,S30,MOTOR ELEVA VIDRIO DELANTERO IZQUIERDO,"motor eleva vidrio, motor de vidrio"
DONGFENG,S30,S30,MOTOR ELEVA VIDRIO TRASERO IZQUIERDO,"motor eleva vidrio, motor de vidrio"
DONGFENG,S30,S30,MOTOR ELEVA VIDRO DELANTERO DERECHO,"motor eleva vidrio, motor de vidrio"
DONGFENG,S30,S30,MOTOR ELEVAVIDRIO TRASERO DERECHO,"motor eleva vidrio, motor de vidrio"
DONGFENG,S30,S30,MOTOR LIMPIA PARABRISA9-+-,"motor limpiaparabrisas, motor de wiper"
DONGFENG,S30,S30,MOTOR SOPLADOR AIRE ACONDICIONADO,"motor de blower, motor de aire acondicionado"
DONGFENG,S30,S30,MOZO / CUBO DE RUEDA DELANTERO,"rotula, terminal de direccion"
DONGFENG,S30,S30,MOZO / CUBO DE RUEDA TRASERO,"rotula, terminal de direccion"
DONGFENG,S30,S30,MUÑON,"munon, porta mazas, knuckle"
DONGFENG,S30,S30,PARACHOQUE DELANTERO,"parachoques, defensa, bumper, bumera"
DONGFENG,S30,S30,PARRILLA DE PARACHOQUE,"rejilla frontal, grill"
DONGFENG,S30,S30,PASTILLAS DE FRENO DELANTERO,"balatas, pastilla de freno"
DONGFENG,S30,S30,PASTILLAS DE FRENO TRASERA,"balatas, pastilla de freno"
DONGFENG,S30,S30,PILA DE GASOLINA 2068 MARCA DENSO,"bateria, acumulador"
DONGFENG,S30,S30,PILA DE GASOLINA BOSCH 2068 UNIVERSAL,"bateria, acumulador"
DONGFENG,S30,S30,PIÑON DE CIGÜEÑAL,"pinon, engranaje piñon"
DONGFENG,S30,S30,PISTONES 0.25/010,"piston, embolos"
DONGFENG,S30,S30,PISTONES 0.50/020,"piston, embolos"
DONGFENG,S30,S30,PISTONES 0.75/030,"piston, embolos"
DONGFENG,S30,S30,PISTONES STD,"piston, embolos"
DONGFENG,S30,S30,PLATO DE CROCHET,"plato de embrague, plato de clutch"
DONGFENG,S30,S30,POLEA CON BASE,"polea de correa, polea de alternador"
DONGFENG,S30,S30,POLEA DE TIEMPO,"polea de correa, polea de alternador"
DONGFENG,S30,S30,POLEA DE TIEMPO LITENS,"polea de correa, polea de alternador"
DONGFENG,S30,S30,POMO DE PALANCA AUTOMATICO,"pomo de palanca, perilla de cambios"
DONGFENG,S30,S30,POMO DE PALANCA SINCRONICO COMPLETO,"pomo de palanca, perilla de cambios"
DONGFENG,S30,S30,PRE-FILTRO BOMBA DE GASOLINA,"prefiltro, filtro previo"
DONGFENG,S30,S30,PUNTA DE TRIPOIDE 25*30,"punta trioide, homocinetica interna"
DONGFENG,S30,S30,RADIADOR AUTOMATICO,"radiador de agua, panal"
DONGFENG,S30,S30,RADIADOR SINCRONICO,"radiador de agua, panal"
DONGFENG,S30,S30,REGULADOR DE ALTERNADOR,"regurador, regulador de alternador, regulador de voltaje"
DONGFENG,S30,S30,REGULADOR DE GASOLINA (GORDO),"regurador, regulador de alternador, regulador de voltaje"
DONGFENG,S30,S30,RELE AZUL,"rele electrico, relay"
DONGFENG,S30,S30,RELE VERDE 12V/45A-03653,"rele electrico, relay"
DONGFENG,S30,S30,RESISTENCIA DE ELECTROVENTILADOR,"resistencia de electro, resistencia de ventilador"
DONGFENG,S30,S30,RODAMIENTO DALENTERO,"rolinera, bearing"
DONGFENG,S30,S30,RODAMIENTO DE AMORTIGUADOR,"rolinera, bearing"
DONGFENG,S30,S30,RODAMIENTO EXTERNO DE PUENTE TRASERO,"rolinera, bearing"
DONGFENG,S30,S30,RODAMIENTO INTERNO DE PUENTE TRASERO,"rolinera, bearing"
DONGFENG,S30,S30,ROLINERA DE COPA CAJA,"rodamiento, bearing"
DONGFENG,S30,S30,ROTULA,"rotula de suspension, terminal, punta de eje, mozo"
DONGFENG,S30,S30,SENSOR ABS DELANTERO,sensor de frenos abs
DONGFENG,S30,S30,SENSOR ABS TRASERO,sensor de frenos abs
DONGFENG,S30,S30,SENSOR DE OXIGENO DELANTERO,"sonda lambda, sensor de oxigeno"
DONGFENG,S30,S30,SENSOR DE OXIGENO TRASERO,"sonda lambda, sensor de oxigeno"
DONGFENG,S30,S30,SENSOR DE RETROCESO,"sensor de reversa, sensor de retro"
DONGFENG,S30,S30,SENSOR DE TEMPERATURA 3 PIN,sensor de temperatura del motor
DONGFENG,S30,S30,SENSOR DE VELOCIDAD SINCRONICO,sensor de velocidad
DONGFENG,S30,S30,SENSOR PARE-NEUTRO,sensor de pare o luz de freno
DONGFENG,S30,S30,SENSOR MAP,sensor de presion de multiple
DONGFENG,S30,S30,SENSOR POSICION DE CIGÜEÑAL AUTOMATICO,sensor de posicion del cigueñal o arbol
DONGFENG,S30,S30,SENSOR POSICION DE CIGÜEÑAL SINCRONICO,sensor de posicion del cigueñal o arbol
DONGFENG,S30,S30,TANQUE DE GASOLINA,"deposito, tanque de gasolina"
DONGFENG,S30,S30,TAPA BOMBA DE GASOLINA,tapa de bomba
DONGFENG,S30,S30,TAPA DE ACEITE DE  MOTOR,tapa de aceite del motor
DONGFENG,S30,S30,TAPA DE ENVASE REFRIGERANTE,tapa de envase
DONGFENG,S30,S30,TAPA DE RADIADOR INFERIOR AUTOMATICO,tapa de radiador
DONGFENG,S30,S30,TAPA DE RADIDOR INFERIOR SINCRONICO,tapa de radiador
DONGFENG,S30,S30,TAPA FILTRO DE ACEITE,tapa de filtro
DONGFENG,S30,S30,TAPA RIN,"tapon de rin, copa de rin"
DONGFENG,S30,S30,TAPON CARTE DE ACEITE,"tapon de carter, tapon de aceite"
DONGFENG,S30,S30,TAQUETES 16 UND,"taquete, levantaválvulas, buzos"
DONGFENG,S30,S30,TENSOR DE TIEMPO,"tensor de correa, polea tensora"
DONGFENG,S30,S30,TENSOR DE TIEMPO LITENS,"tensor de correa, polea tensora"
DONGFENG,S30,S30,TERMINAL DE DIRECION,"terminal de direccion, rotula de direccion"
DONGFENG,S30,S30,TERMOTASTO DE MOTOR,termostato
DONGFENG,S30,S30,TOMA DE TERMOSTATO,"toma del termostato, carcasa del termostato"
DONGFENG,S30,S30,TRICETA  22X30,"triceta, trizeta, homocinetica"
DONGFENG,S30,S30,TUBERIA DE AGUA APLICA PARA EL SINCRONICO,"tuberia de agua, manguera de agua"
DONGFENG,S30,S30,TUNEL TRASERO,"tunel de transmision, cardan tunel"
DONGFENG,S30,S30,VALVULA  DE ESCAPE,valvula de escape del motor
DONGFENG,S30,S30,VALVULA DE ADMISION,valvula de admision del motor
DONGFENG,S30,S30,VALVULA DE EXPANSION A/AC,"valvula de expancion, valvula de aire acondicionado"
DONGFENG,S30,S30,VALVULA PCV,"valvula pcv, valvula de gases de carter"
DONGFENG,S30,S30,VALVULA PRESION DE ACEITE,valvula de presion de aceite o aire
DONGFENG,S30,S30,VALVULA PRESOSTATICA A/AC,valvula presostatica de aire acondicionado
DONGFENG,S30,S30,VOLANTE DE MOTOR,"volante de direccion, volante motor"
DONGFENG,S30,S30,WIPER BOMBA LIMPIA RAABRISA,"wipper, limpiaparabrisas, plumilla"
HAIMA,HAIMA 7,HAIMA7,AMORTIGUADOR DELANTERO DERECHO,"suspension, amortiguacion, shock"
HAIMA,HAIMA 7,HAIMA7,AMORTIGUADOR DELANTERO IZQUIERDO,"suspension, amortiguacion, shock"
HAIMA,HAIMA 7,HAIMA7,AMORTIGUADOR TRASERO,"suspension, amortiguacion, shock"
HAIMA,HAIMA 7,HAIMA7,AIRBAG DE VOLANTE  COMPLETO,"bolsa de aire, bolsa de seguridad"
HAIMA,HAIMA 7,HAIMA7,AMRTIGUADOR DE COMPUERTA TRASERA,"amortiguador, suspension, shock"
HAIMA,HAIMA 7,HAIMA 7,"ANILLOS 0,25/010","aros de piston, rines de piston, segmentos"
HAIMA,HAIMA 7,HAIMA 7,"ANILLOS 0,50/020","aros de piston, rines de piston, segmentos"
HAIMA,HAIMA 7,HAIMA7,ANILLOS STD,"aros de piston, rines de piston, segmentos"
HAIMA,HAIMA 7,HAIMA7,ARRANQUE DE MOTOR,"motor de arranque, marcha, burro de arranque, swich de arranque"
HAIMA,HAIMA 7,HAIMA 7,BASE DE AMORTIGUADOR,"copa de amortiguador, soporte de amortiguador"
HAIMA,HAIMA 7,HAIMA 7,BASE DELANTERA DERECHA AUTOMATICA,"soporte delantero de motor, base delantera de motor"
HAIMA,HAIMA 7,HAIMA 7,BASE DELANTERA IZQUIERDA AUTOMATICA,"soporte delantero de motor, base delantera de motor"
HAIMA,HAIMA 7,HAIMA 7,BASE DELANTERA DERECHA SINCRONICA,"soporte delantero de motor, base delantera de motor"
HAIMA,HAIMA 7,HAIMA 7,BASE DELANTERA IZQUIERDA SINCRONICA,"soporte delantero de motor, base delantera de motor"
HAIMA,HAIMA 7,HAIMA 7,BASE FRONTAL AM/TM,"base frontal de motor, soporte frontal"
HAIMA,HAIMA 7,HAIMA 7,BASE TRASERA AUTOMATICO,"soporte trasero de motor, base trasera de motor"
HAIMA,HAIMA 7,HAIMA 7,BASE TRASERA SINCRONICA,"soporte trasero de motor, base trasera de motor"
HAIMA,HAIMA 7,HAIMA7,BOBINA DE ENCENDIDO,"bobina de encendido, coil"
HAIMA,HAIMA 7,HAIMA 7,BOMBA DE ACEITE,bomba de aceite del motor
HAIMA,HAIMA 7,HAIMA 7,BOMBA DE AGUA,"bomba de agua, bomba del radiador"
HAIMA,HAIMA 7,HAIMA 7,BOMBA DE DIRECCION,bomba de direccion hidraulica
HAIMA,HAIMA 7,HAIMA 7,BOMBA DE GASOLINA,"bomba de gasolina, bomba de combustible"
HAIMA,HAIMA 7,HAIMA 7,BOMBIN INFERIOR,"bombin inferior de embrague, cilindro esclavo"
HAIMA,HAIMA 7,HAIMA 7,BOMBIN SUPERIOR,"bombin superior de embrague, cilindro maestro de clutch"
HAIMA,HAIMA 7,HAIMA 7,BUJE BARRA ESTABILIZADORA,"bujes, buches, goma de suspension, silentblock"
HAIMA,HAIMA 7,HAIMA7,BUJE DE MESETA GRANDE,"bujes, buches, goma de suspension, silentblock"
HAIMA,HAIMA 7,HAIMA 7,BUJE DE MESETA PEQUEÑO,"bujes, buches, goma de suspension, silentblock"
HAIMA,HAIMA 7,HAIMA 7,BUJIAS NGK (4 UNIDADES),"bujia, candelas, candela"
HAIMA,HAIMA 7,HAIMA 7,BUJIAS NGK (4 UNIDADES),"bujia, candelas, candela"
HAIMA,HAIMA 7,HAIMA 7,BUJIAS DENSO CAJA AMARILLA (4 UND PUNTA IRIDIUM ),"bujia, candelas, candela"
HAIMA,HAIMA 7,HAIMA 7,BUJIAS DENSO CAJA AZUL (4 UND PUNTA IRIDIUM),"bujia, candelas, candela"
HAIMA,HAIMA 7,HAIMA 7,BUJIAS TORCH 3 PUNTAS (4 UNIDADES),"bujia, candelas, candela"
HAIMA,HAIMA 7,HAIMA 7,CAMARA COMPLETA,"camara de aire, tripa"
HAIMA,HAIMA 7,HAIMA 7,CARCAZA DE FILTRO DE MOTOR,"carcasa, cubierta"
HAIMA,HAIMA 7,HAIMA 7,CERRADURA DE GUANTERA BEIS,"chapa, seguro"
HAIMA,HAIMA 7,HAIMA 7,CERRADURA DE GUANTERA NEGRA,"chapa, seguro"
HAIMA,HAIMA 7,HAIMA 7,CERRADURA DE GUANTERA PARA LLAVE BEIS,"chapa, seguro"
HAIMA,HAIMA 7,HAIMA 7,CERRADURA DE GUANTERA PARA LLAVE NEGRO,"chapa, seguro"
HAIMA,HAIMA 7,HAIMA 7,COLLARIN,"rodamiento de embrague, collarin de clutch"
HAIMA,HAIMA 7,HAIMA7,COMPRESOR A/C,"compresor de aire acondicionado, compresor ac"
HAIMA,HAIMA 7,HAIMA 7,COMPUTADORA,"computdora, ecu, modulo de control, cerebro del carro"
HAIMA,HAIMA 7,HAIMA 7,COMPUTDORA ANTI-ROBO,"computadora, ecu, cerebro del carro"
HAIMA,HAIMA 7,HAIMA 7,CONCHAS DE BANCADA 0.25/010,"concha, cojinetes, metales de bancada, metales de biela"
HAIMA,HAIMA 7,HAIMA 7,CONCHAS DE BANCADA 0.50/020,"concha, cojinetes, metales de bancada, metales de biela"
HAIMA,HAIMA 7,HAIMA 7,CONCHAS DE BANCADA STD,"concha, cojinetes, metales de bancada, metales de biela"
HAIMA,HAIMA 7,HAIMA 7,CONCHAS DE BIELA 0.25/010,"concha, cojinetes, metales de bancada, metales de biela"
HAIMA,HAIMA 7,HAIMA 7,CONCHAS DE BIELA 0.50/020,"concha, cojinetes, metales de bancada, metales de biela"
HAIMA,HAIMA 7,HAIMA7,CONCHAS DE BIELA STD,"concha, cojinetes, metales de bancada, metales de biela"
HAIMA,HAIMA 7,HAIMA7,DAMPER DE CIGÜEÑAL,"dampe, polea amortiguadora, polea cigueñal"
HAIMA,HAIMA 7,HAIMA7,DISCO DE FRENO DELANTERO,disco de freno
HAIMA,HAIMA 7,HAIMA 7,DISCO DE CROCHET,disco de freno
HAIMA,HAIMA 7,HAIMA 7,EMPACADURA DE CAMARA AMIANTO,"empacadula, junta de motor, empaque"
HAIMA,HAIMA 7,HAIMA 7,EMPACADURA DE CAMARA METAL,"empacadula, junta de motor, empaque"
HAIMA,HAIMA 7,HAIMA 7,EMPACADURA DE TAPA VALVULA,"empacadula, junta de motor, empaque"
HAIMA,HAIMA 7,HAIMA 7,ENVASE DE REFRIGERANTE,"deposito de refrigerante, tanque de refrigerante"
HAIMA,HAIMA 7,HAIMA 7,FILTRO DE AIRE MOTOR,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
HAIMA,HAIMA 7,HAIMA 7,FILTRO DE GASOLINA,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
HAIMA,HAIMA 7,HAIMA 7,FLOTANTE DE GASOLINA,"flotatante, sensor de nivel, boya de gasolina"
HAIMA,HAIMA 7,HAIMA 7,FUSIBLE 125A PAQUETE (5 UNIDADES),fusibles
HAIMA,HAIMA 7,HAIMA 7,GUAYA SELECTORA DE CAMBIO AUTOMATICA 500M1,"cable selector de caja, guaya de caja"
HAIMA,HAIMA 7,HAIMA 7,GUAYA DE CAMBIO AUTOMATICA 300M1 (CON VALVULA DE FRENO),"cable de cambios, guaya de velocidades"
HAIMA,HAIMA 7,HAIMA 7,GUAYA DE CAPOT,"cable de capot, guaya del capo"
HAIMA,HAIMA 7,HAIMA 7,INMOVILIZADOR,"chip inmovilizador, antena de seguridad"
HAIMA,HAIMA 7,HAIMA7,INYECTOR DE GASOLINA,"inyetor, inyector de gasolina, boquilla"
HAIMA,HAIMA 7,HAIMA7,KIT DE EMPACADURA,kit de empacadura de motor con estopera
HAIMA,HAIMA 7,HAIMA7,KIT CHUPONES DE BOBINAS CON SELLOS DE BUJIAS,"kit de chupones, kit de soportes de goma"
HAIMA,HAIMA 7,HAIMA 7,KIT DE CROCHET -PHC VALEO-,"kit de embrague, kit de clutch"
HAIMA,HAIMA 7,HAIMA 7,KIT DE CADENA DE TIEMPO,kit de cadena de tiempo
HAIMA,HAIMA 7,HAIMA 7,LAPIZ DE BIELETA DERECHO,"sensor lapiz, sonda"
HAIMA,HAIMA 7,HAIMA 7,LAPIZ DE BIELETA IZQUIERDO,"sensor lapiz, sonda"
HAIMA,HAIMA 7,HAIMA 7,MANGUERA TOMA DE AIRE PURIFICADORA,manguera de toma de aire
HAIMA,HAIMA 7,HAIMA7,MANGUERA DE RADIADOR  SUPERIRO 186,manguera de radiador
HAIMA,HAIMA 7,HAIMA7,MANGUERA DE RADIADOR  INFERIOR 185,manguera de radiador
HAIMA,HAIMA 7,HAIMA 7,MANGUERA DE TANQUE DE GASOLINA (2 UND),manguera de tanque
HAIMA,HAIMA 7,HAIMA 7,MANDO ELEVA VIDRIO DERECHO,"control remoto, mando a distancia"
HAIMA,HAIMA 7,HAIMA 7,MANDO ELEVA VIDRIO PRINCIPAL,"control remoto, mando a distancia"
HAIMA,HAIMA 7,HAIMA 7,MANILLA EXTERNA DELANTERA IZQUIERDA,"manija, agarradera, manilla de puerta"
HAIMA,HAIMA 7,HAIMA 7,MANILLA EXTERNA DELANTERA DERECHA,"manija, agarradera, manilla de puerta"
HAIMA,HAIMA 7,HAIMA 7,MANILLA EXTERNA TRASERA DERECHA,"manija, agarradera, manilla de puerta"
HAIMA,HAIMA 7,HAIMA 7,MANILLA EXTERNA TRASERA IZQUIERDA,"manija, agarradera, manilla de puerta"
HAIMA,HAIMA 7,HAIMA 7,MANILLA INTERNA DERECHA,"manija, agarradera, manilla de puerta"
HAIMA,HAIMA 7,HAIMA 7,MANILLA INTERNA IZQUIERDA,"manija, agarradera, manilla de puerta"
HAIMA,HAIMA 7,HAIMA 7,MICRO-FILTRO BLOQUE DE MOTOR,"microfiltro, filtro de aire acondicionado"
HAIMA,HAIMA 7,HAIMA 7,MOZO / CUBO DE RUEDA DELANTERO,"rotula, terminal de direccion"
HAIMA,HAIMA 7,HAIMA7,MUÑON DE MESETA LISO,"munon meseta, muñon de embrague"
HAIMA,HAIMA 7,HAIMA 7,PASTILLAS DE FRENO DELANTERA,"balatas, pastilla de freno"
HAIMA,HAIMA 7,HAIMA7,PASTILLAS DE FRENO TRASERA,"balatas, pastilla de freno"
HAIMA,HAIMA 7,HAIMA 7,PLATO DE CROCHET,"plato de embrague, plato de clutch"
HAIMA,HAIMA 7,HAIMA 7,PORTA ESTOPERA DE CIGUAÑAL TRASERA,"porta estopera, alojamiento de reten"
HAIMA,HAIMA 7,HAIMA7,PRE-FILTRO DE GASOLINA,"prefiltro, filtro previo"
HAIMA,HAIMA 7,HAIMA7,PUNTA DE TRIOIDE COMPLETA DERECHA 8135A,"punta tripoide, homocinetica interna"
HAIMA,HAIMA 7,HAIMA 7,PUNTA DE TRIOIDE COMPLETA IZQUIERDA 8134A,"punta tripoide, homocinetica interna"
HAIMA,HAIMA 7,HAIMA7,PUNTA DE TRIPOIDE 28*24,"punta trioide, homocinetica interna"
HAIMA,HAIMA 7,HAIMA 7,RADIADOR,"radiador de agua, panal"
HAIMA,HAIMA 7,HAIMA 7,RESISTENCIA A/AC,resistencia de aire acondicionado
HAIMA,HAIMA 7,HAIMA 7,ROLINERA DE AMORTIGUADOR,"rodamiento, bearing"
HAIMA,HAIMA 7,HAIMA 7,ROTULA,"rotula de suspension, terminal, punta de eje, mozo"
HAIMA,HAIMA 7,HAIMA 7,SELENOIDE DE VVT ADMISION 479Q,"selenoides, solenoide"
HAIMA,HAIMA 7,HAIMA 7,SELENOIDE DE VVT ESCAPE 484Q,"selenoides, solenoide"
HAIMA,HAIMA 7,HAIMA 7,SENSOR ARBOL DE LEVA,sensor de arbol de leva
HAIMA,HAIMA 7,HAIMA 7,SENSOR DE OXIGENO,"sonda lambda, sensor de oxigeno"
HAIMA,HAIMA 7,HAIMA 7,SENSOR DE POCIOSION DE CIGÜEÑAL,sensor de posicion
HAIMA,HAIMA 7,HAIMA 7,SENSOR MAF BOSCH,sensor de flujo de aire
HAIMA,HAIMA 7,HAIMA 7,TAPA RIN,"tapon de rin, copa de rin"
HAIMA,HAIMA 7,HAIMA 7,TAPA DE GASOLINA,tapa de tanque de gasolina
HAIMA,HAIMA 7,HAIMA 7,TAPA DE BOMBA DE GASOLINA,tapa de bomba
HAIMA,HAIMA 7,HAIMA 7,TERMINAL DE DIRECCION,"terminal de direccion, rotula de direccion"
HAIMA,HAIMA 7,HAIMA 7,TERMOSTATO,"termotasto, termostato de agua"
HAIMA,HAIMA 7,HAIMA 7,VALVULA PCV,"valvula pcv, valvula de gases de carter"
HAIMA,HAIMA 7,HAIMA 7,VALVULA PEDEAL DE FRENO,valvula de pedal
HAIMA,HAIMA 7,HAIMA 7,VARILLA DE MEDIR ACEITE,"varilla de aceite, bayoneta"
HAIMA,HAIMA 7,HAIMA 7,VALVULA PRESION DE ACEITE,valvula de presion de aceite o aire
HAIMA,HAIMA 7,HAIMA7,VALVULA DE TEMPRATURA 3PIN,valvula de temperatura
HAIMA,HAIMA 7,HAIMA 7,VALVULA PRESOSTATICA A/AC,valvula presostatica de aire acondicionado
HAIMA,HAIMA 7,HAIMA 7,VVT DE ADMISION,"variador de tiempo, vvt actuator"
HAIMA,HAIMA 7,HAIMA 7,VVT DE ESCAPE,"variador de tiempo, vvt actuator"
ZOTYE,ZOTYE,ZOTYE,ALTERNADOR,"dinamo, generador"
ZOTYE,ZOTYE,ZOTYE,AMORTIGUADOR DELANTERO DERECHO,"suspension, amortiguacion, shock"
ZOTYE,ZOTYE,ZOTYE,AMORTIGUADOR DELANTERO IZQUIERDO,"suspension, amortiguacion, shock"
ZOTYE,ZOTYE,ZOTYE,AMORTIGUADOR TRASERO,"suspension, amortiguacion, shock"
ZOTYE,ZOTYE,ZOTYE,ANILLOS 0.25/010 1.3,"aros de piston, rines de piston, segmentos"
ZOTYE,ZOTYE,ZOTYE,ANILLOS 0.25/010 1.6,"aros de piston, rines de piston, segmentos"
ZOTYE,ZOTYE,ZOTYE,ANILLOS 0.50/020 1.3,"aros de piston, rines de piston, segmentos"
ZOTYE,ZOTYE,ZOTYE,ANILLOS 0.50/020 1.6,"aros de piston, rines de piston, segmentos"
ZOTYE,ZOTYE,ZOTYE,ANILLOS STD 1.3,"aros de piston, rines de piston, segmentos"
ZOTYE,ZOTYE,ZOTYE,ANILLOS STD 1.6,"aros de piston, rines de piston, segmentos"
ZOTYE,ZOTYE,ZOTYE,ARRANQUE,"motor de arranque, marcha, burro de arranque, swich de arranque"
ZOTYE,ZOTYE,ZOTYE,ARBOL DE LEVA,"arbol de leva, eje de levas, camshaft"
ZOTYE,ZOTYE,ZOTYE,BALANCIN O MARTILLO DE VALVULAS A,"balancines, brazo balancin, martillo de valvula, rocker arm"
ZOTYE,ZOTYE,ZOTYE,BALANCIN O MARTILLO DE VALVULAS B,"balancines, brazo balancin, martillo de valvula, rocker arm"
ZOTYE,ZOTYE,ZOTYE,BALANCIN O MARTILLO DE VALVULAS C,"balancines, brazo balancin, martillo de valvula, rocker arm"
ZOTYE,ZOTYE,ZOTYE,BANDAS DE FRENO,"bandas de freno de mano, cintas de freno de mano"
ZOTYE,ZOTYE,ZOTYE,BASE DE AMORTIGUADOR,"copa de amortiguador, soporte de amortiguador"
ZOTYE,ZOTYE,ZOTYE,BASE DE MOTOR DERECHA,"soporte de motor, cuna de motor, taco de motor"
